"File";"Precision";"Recall";"F1"
"TUW-137078-ref1";"60,00";"33,33";"33,33";"9"
"TUW-137078-ref2";"50,00";"30,00";"30,00";"10"
"TUW-137078-ref3";"33,33";"28,57";"22,22";"7"
"TUW-137078-ref4";"28,57";"22,22";"20,00";"9"
"TUW-138011-ref1";"40,00";"22,22";"20,00";"9"
"TUW-138011-ref2";"40,00";"28,57";"25,00";"7"
"TUW-138011-ref3";"80,00";"44,44";"44,44";"9"
"TUW-138011-ref4";"83,33";"50,00";"50,00";"10"
"TUW-138011-ref5";"40,00";"40,00";"28,57";"5"
"TUW-138011-ref6";"60,00";"50,00";"50,00";"6"
"TUW-138011-ref7";"83,33";"50,00";"50,00";"10"
"TUW-138011-ref8";"57,14";"36,36";"36,36";"11"
"TUW-138011-ref9";"80,00";"44,44";"44,44";"9"
"TUW-138011-ref10";"40,00";"25,00";"25,00";"8"
"TUW-138447-ref1";"40,00";"40,00";"33,33";"5"
"TUW-138447-ref2";"61,11";"40,74";"40,74";"9"
"TUW-138447-ref3";"44,44";"38,10";"38,10";"7"
"TUW-138447-ref4";"16,67";"16,67";"12,50";"6"
"TUW-138447-ref5";"50,00";"23,33";"24,00";"10"
"TUW-138447-ref6";"50,00";"25,00";"25,00";"10"
"TUW-138447-ref7";"37,50";"25,00";"25,00";"6"
"TUW-138447-ref8";"40,00";"33,33";"33,33";"6"
"TUW-138447-ref9";"61,11";"36,67";"36,67";"10"
"TUW-138447-ref11";"60,00";"33,33";"33,33";"9"
"TUW-138447-ref14";"33,33";"20,00";"20,00";"10"
"TUW-138447-ref16";"30,00";"16,67";"16,67";"9"
"TUW-138447-ref17";"15,00";"12,50";"12,50";"6"
"TUW-138447-ref18";"20,00";"14,29";"14,29";"7"
"TUW-138447-ref19";"60,00";"33,33";"33,33";"9"
"TUW-138447-ref20";"60,00";"50,00";"50,00";"6"
"TUW-138544-ref1";"100,00";"60,00";"60,00";"10"
"TUW-138544-ref2";"100,00";"55,56";"55,56";"9"
"TUW-138544-ref3";"66,67";"44,44";"44,44";"9"
"TUW-138544-ref4";"100,00";"60,00";"60,00";"10"
"TUW-138547-ref1";"83,33";"55,56";"55,56";"9"
"TUW-138547-ref2";"83,33";"45,45";"45,45";"11"
"TUW-138547-ref4";"57,14";"40,00";"40,00";"10"
"TUW-138547-ref5";"50,00";"30,00";"30,00";"10"
"TUW-138547-ref6";"57,14";"40,00";"40,00";"10"
"TUW-139299-ref1";"100,00";"66,67";"66,67";"6"
"TUW-139299-ref2";"80,00";"66,67";"57,14";"6"
"TUW-139299-ref3";"75,00";"30,00";"27,27";"10"
"TUW-139299-ref4";"83,33";"50,00";"45,45";"10"
"TUW-139299-ref5";"83,33";"71,43";"71,43";"7"
"TUW-139299-ref6";"100,00";"60,00";"60,00";"10"
"TUW-139299-ref7";"80,00";"50,00";"50,00";"8"
"TUW-139299-ref8";"66,67";"50,00";"50,00";"8"
"TUW-139299-ref9";"100,00";"50,00";"50,00";"10"
"TUW-139299-ref10";"100,00";"40,00";"40,00";"10"
"TUW-139761-ref1";"100,00";"50,00";"50,00";"8"
"TUW-139761-ref2";"100,00";"55,56";"55,56";"9"
"TUW-139761-ref3";"50,00";"42,86";"37,50";"7"
"TUW-139761-ref4";"50,00";"42,86";"37,50";"7"
"TUW-139761-ref5";"100,00";"71,43";"71,43";"7"
"TUW-139761-ref6";"100,00";"55,56";"55,56";"9"
"TUW-139761-ref7";"80,00";"50,00";"50,00";"8"
"TUW-139761-ref8";"75,00";"42,86";"37,50";"7"
"TUW-139761-ref9";"100,00";"55,56";"55,56";"9"
"TUW-139761-ref10";"100,00";"60,00";"60,00";"10"
"TUW-139761-ref11";"80,00";"44,44";"44,44";"9"
"TUW-139761-ref12";"100,00";"57,14";"57,14";"7"
"TUW-139761-ref13";"60,00";"31,25";"33,33";"8"
"TUW-139761-ref14";"83,33";"50,00";"50,00";"10"
"TUW-139761-ref15";"100,00";"60,00";"60,00";"10"
"TUW-139761-ref16";"60,00";"50,00";"42,86";"6"
"TUW-139761-ref17";"60,00";"50,00";"42,86";"6"
"TUW-139761-ref18";"50,00";"37,50";"33,33";"8"
"TUW-139761-ref19";"60,00";"41,67";"38,10";"6"
"TUW-139761-ref20";"61,11";"50,00";"51,02";"7"
"TUW-139761-ref21";"100,00";"60,00";"60,00";"10"
"TUW-139761-ref22";"50,00";"42,86";"37,50";"7"
"TUW-139761-ref23";"50,00";"42,86";"37,50";"7"
"TUW-139761-ref24";"66,67";"57,14";"57,14";"7"
"TUW-139761-ref25";"42,86";"37,50";"30,00";"8"
"TUW-139761-ref26";"100,00";"60,00";"60,00";"10"
"TUW-139761-ref28";"66,67";"44,44";"44,44";"9"
"TUW-139761-ref29";"66,67";"57,14";"57,14";"7"
"TUW-139761-ref30";"100,00";"57,14";"57,14";"7"
"TUW-139761-ref31";"42,86";"42,86";"33,33";"7"
"TUW-139761-ref32";"42,86";"37,50";"30,00";"8"
"TUW-139761-ref33";"100,00";"50,00";"50,00";"8"
"TUW-139761-ref34";"100,00";"62,50";"62,50";"8"
"TUW-139769-ref1";"93,75";"41,67";"41,67";"9"
"TUW-139769-ref3";"83,33";"50,00";"50,00";"10"
"TUW-139769-ref4";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref5";"50,00";"40,00";"36,36";"10"
"TUW-139769-ref6";"83,33";"50,00";"50,00";"10"
"TUW-139769-ref7";"60,00";"33,33";"30,00";"9"
"TUW-139769-ref8";"80,00";"66,67";"66,67";"6"
"TUW-139769-ref9";"50,00";"37,50";"33,33";"8"
"TUW-139769-ref10";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref11";"75,00";"50,00";"50,00";"6"
"TUW-139769-ref12";"80,00";"66,67";"66,67";"6"
"TUW-139769-ref13";"40,00";"22,22";"20,00";"9"
"TUW-139769-ref15";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref16";"80,00";"50,00";"50,00";"8"
"TUW-139769-ref17";"80,00";"66,67";"66,67";"6"
"TUW-139769-ref18";"80,00";"50,00";"50,00";"8"
"TUW-139769-ref19";"83,33";"50,00";"50,00";"10"
"TUW-139769-ref20";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref21";"60,00";"50,00";"50,00";"6"
"TUW-139769-ref22";"50,00";"22,22";"22,22";"9"
"TUW-139769-ref23";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref24";"57,14";"44,44";"40,00";"9"
"TUW-139769-ref25";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref26";"66,67";"40,00";"40,00";"10"
"TUW-139769-ref27";"83,33";"50,00";"50,00";"10"
"TUW-139769-ref28";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref29";"66,67";"40,00";"40,00";"10"
"TUW-139769-ref30";"66,67";"40,00";"40,00";"10"
"TUW-139769-ref31";"83,33";"50,00";"50,00";"10"
"TUW-139769-ref33";"80,00";"50,00";"50,00";"8"
"TUW-139769-ref34";"80,00";"50,00";"50,00";"8"
"TUW-139769-ref35";"50,00";"33,33";"33,33";"6"
"TUW-139769-ref36";"50,00";"33,33";"28,57";"6"
"TUW-139769-ref37";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref38";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref39";"60,00";"37,50";"33,33";"8"
"TUW-139769-ref40";"80,00";"44,44";"44,44";"9"
"TUW-139769-ref41";"80,00";"66,67";"66,67";"6"
"TUW-139769-ref42";"60,00";"50,00";"50,00";"6"
"TUW-139781-ref1";"100,00";"55,56";"55,56";"9"
"TUW-139781-ref2";"100,00";"55,56";"55,56";"9"
"TUW-139781-ref3";"75,00";"60,00";"54,55";"10"
"TUW-139781-ref4";"80,00";"66,67";"66,67";"6"
"TUW-139781-ref5";"57,14";"44,44";"40,00";"9"
"TUW-139781-ref6";"85,71";"75,00";"66,67";"8"
"TUW-139781-ref7";"80,00";"50,00";"50,00";"8"
"TUW-139781-ref8";"83,33";"55,56";"50,00";"9"
"TUW-139785-ref1";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref2";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref3";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref4";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref5";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref6";"100,00";"83,33";"83,33";"6"
"TUW-139785-ref7";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref8";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref9";"75,00";"50,00";"50,00";"6"
"TUW-139785-ref10";"80,00";"50,00";"50,00";"8"
"TUW-139785-ref11";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref12";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref13";"100,00";"80,00";"80,00";"5"
"TUW-139785-ref14";"66,67";"57,14";"57,14";"7"
"TUW-139785-ref15";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref16";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref17";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref18";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref19";"45,83";"44,44";"42,22";"9"
"TUW-139785-ref20";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref21";"44,44";"33,33";"28,57";"12"
"TUW-139785-ref22";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref23";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref24";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref25";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref26";"57,14";"36,36";"36,36";"11"
"TUW-139785-ref27";"100,00";"80,00";"80,00";"5"
"TUW-139785-ref28";"66,67";"46,67";"46,67";"10"
"TUW-139785-ref30";"37,50";"25,00";"23,08";"12"
"TUW-139785-ref31";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref32";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref33";"80,00";"44,44";"44,44";"9"
"TUW-139785-ref34";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref35";"75,00";"50,00";"42,86";"6"
"TUW-139785-ref36";"100,00";"80,00";"80,00";"5"
"TUW-139785-ref37";"37,50";"25,00";"23,08";"12"
"TUW-139785-ref38";"100,00";"57,14";"57,14";"7"
"TUW-139785-ref39";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref40";"100,00";"50,00";"50,00";"10"
"TUW-139785-ref41";"100,00";"55,56";"55,56";"9"
"TUW-139785-ref42";"80,00";"50,00";"44,44";"8"
"TUW-139785-ref43";"70,00";"33,33";"34,00";"10"
"TUW-139785-ref45";"50,00";"33,33";"30,77";"12"
"TUW-140047-ref1";"66,67";"44,44";"44,44";"9"
"TUW-140047-ref2";"66,67";"44,44";"44,44";"9"
"TUW-140047-ref3";"75,00";"50,00";"42,86";"6"
"TUW-140047-ref4";"100,00";"66,67";"66,67";"6"
"TUW-140047-ref5";"57,14";"44,44";"44,44";"9"
"TUW-140048-ref1";"60,00";"50,00";"37,50";"6"
"TUW-140048-ref2";"62,50";"45,45";"45,45";"11"
"TUW-140048-ref3";"42,86";"33,33";"30,00";"9"
"TUW-140048-ref4";"62,50";"45,45";"45,45";"11"
"TUW-140048-ref5";"75,00";"50,00";"50,00";"6"
"TUW-140048-ref6";"50,00";"33,33";"28,57";"6"
"TUW-140048-ref7";"50,00";"33,33";"25,00";"6"
"TUW-140048-ref9";"75,00";"50,00";"42,86";"6"
"TUW-140048-ref10";"33,33";"33,33";"22,22";"6"
"TUW-140048-ref11";"40,00";"28,57";"22,22";"7"
"TUW-140048-ref12";"40,00";"33,33";"25,00";"6"
"TUW-140048-ref13";"50,00";"33,33";"28,57";"6"
"TUW-140229-ref1";"100,00";"62,50";"62,50";"8"
"TUW-140229-ref2";"100,00";"83,33";"83,33";"6"
"TUW-140229-ref3";"100,00";"60,00";"60,00";"10"
"TUW-140229-ref5";"57,14";"36,36";"33,33";"11"
"TUW-140229-ref6";"50,00";"27,27";"27,27";"11"
"TUW-140229-ref7";"83,33";"50,00";"50,00";"10"
"TUW-140229-ref8";"83,33";"50,00";"50,00";"10"
"TUW-140229-ref9";"83,33";"50,00";"50,00";"10"
"TUW-140229-ref10";"40,00";"33,33";"25,00";"6"
"TUW-140253-ref1";"50,00";"33,33";"33,33";"9"
"TUW-140253-ref2";"80,00";"40,00";"40,00";"10"
"TUW-140253-ref3";"60,00";"50,00";"50,00";"6"
"TUW-140253-ref4";"50,00";"42,86";"42,86";"7"
"TUW-140253-ref5";"28,57";"25,00";"25,00";"8"
"TUW-140253-ref6";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref7";"28,57";"20,00";"20,00";"10"
"TUW-140253-ref8";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref9";"50,00";"22,22";"22,22";"9"
"TUW-140253-ref10";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref11";"28,57";"25,00";"25,00";"8"
"TUW-140253-ref12";"28,57";"25,00";"25,00";"8"
"TUW-140253-ref13";"33,33";"22,22";"22,22";"9"
"TUW-140253-ref14";"33,33";"22,22";"22,22";"9"
"TUW-140253-ref15";"71,43";"50,00";"50,00";"10"
"TUW-140253-ref16";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref17";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref18";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref19";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref20";"33,33";"22,22";"22,22";"9"
"TUW-140253-ref21";"37,50";"27,27";"27,27";"11"
"TUW-140253-ref22";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref23";"16,67";"14,29";"12,50";"7"
"TUW-140253-ref24";"71,43";"50,00";"50,00";"10"
"TUW-140253-ref25";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref26";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref27";"33,33";"22,22";"22,22";"9"
"TUW-140253-ref28";"71,43";"50,00";"50,00";"10"
"TUW-140253-ref29";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref30";"42,86";"42,86";"37,50";"7"
"TUW-140253-ref31";"33,33";"28,57";"28,57";"7"
"TUW-140253-ref32";"33,33";"22,22";"22,22";"9"
"TUW-140253-ref33";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref34";"66,67";"40,00";"40,00";"10"
"TUW-140253-ref35";"16,67";"14,29";"11,11";"7"
"TUW-140308-ref2";"44,44";"33,33";"33,33";"12"
"TUW-140308-ref3";"20,00";"4,17";"6,25";"8"
"TUW-140308-ref4";"40,00";"25,00";"25,00";"8"
"TUW-140533-ref1";"20,00";"14,29";"14,29";"7"
"TUW-140533-ref3";"20,00";"16,67";"14,29";"6"
"TUW-140533-ref4";"60,00";"33,33";"33,33";"9"
"TUW-140533-ref5";"57,14";"50,00";"50,00";"8"
"TUW-140533-ref6";"40,00";"33,33";"28,57";"6"
"TUW-140533-ref7";"60,00";"33,33";"33,33";"9"
"TUW-140533-ref8";"25,00";"20,00";"16,67";"5"
