"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-140229-ref1";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-140229-ref2";"88,89";"53,33";"53,33";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-140229-ref3";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140229-ref4";"50,00";"16,67";"16,67";"80,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140229-ref5";"notMatched";"notMatched";"notMatched";"77,78";"70,00";"70,00";"66,67";"40,00";"36,36";"notMatched";"notMatched";"notMatched"
"TUW-140229-ref6";"71,43";"27,50";"28,00";"71,43";"50,00";"50,00";"60,00";"30,00";"30,00";"NAN";"0,00";"0,00"
"TUW-140229-ref7";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140229-ref8";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140229-ref9";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140229-ref10";"50,00";"20,00";"20,00";"100,00";"60,00";"60,00";"50,00";"40,00";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref1";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref2";"85,71";"66,67";"66,67";"87,50";"77,78";"77,78";"75,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref3";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-140253-ref4";"66,67";"33,33";"33,33";"100,00";"83,33";"83,33";"40,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref5";"66,67";"28,57";"28,57";"100,00";"71,43";"71,43";"33,33";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref6";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref7";"80,00";"44,44";"44,44";"100,00";"77,78";"77,78";"33,33";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-140253-ref8";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref9";"100,00";"75,00";"75,00";"83,33";"62,50";"62,50";"66,67";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref10";"55,56";"30,00";"28,79";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref11";"50,00";"28,57";"23,81";"100,00";"71,43";"71,43";"33,33";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref12";"53,33";"28,57";"25,00";"100,00";"57,14";"57,14";"33,33";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-140253-ref13";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref14";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref15";"71,43";"55,56";"55,56";"100,00";"77,78";"77,78";"83,33";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140253-ref16";"66,67";"33,33";"33,33";"80,00";"66,67";"57,14";"40,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref17";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref18";"66,67";"33,33";"33,33";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-140253-ref19";"66,67";"33,33";"33,33";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref20";"60,00";"37,50";"37,50";"100,00";"75,00";"75,00";"40,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140253-ref21";"70,00";"40,00";"36,67";"100,00";"70,00";"70,00";"42,86";"30,00";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref22";"100,00";"77,78";"77,78";"93,75";"85,19";"84,13";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref23";"50,00";"16,67";"14,29";"100,00";"83,33";"83,33";"20,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref24";"71,43";"55,56";"55,56";"77,78";"77,78";"70,00";"83,33";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref25";"75,00";"33,33";"27,78";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref26";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref27";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref28";"71,43";"55,56";"55,56";"100,00";"77,78";"77,78";"83,33";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140253-ref29";"33,33";"16,67";"16,67";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref30";"83,33";"33,33";"30,00";"60,00";"50,00";"42,86";"50,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-140253-ref31";"66,67";"33,33";"33,33";"100,00";"83,33";"83,33";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref32";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref33";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140253-ref34";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-140253-ref35";"50,00";"16,67";"14,29";"100,00";"83,33";"83,33";"20,00";"16,67";"12,50";"NAN";"0,00";"0,00"
"TUW-140308-ref1";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140308-ref2";"100,00";"51,52";"52,73";"75,00";"54,55";"50,00";"50,00";"36,36";"36,36";"NAN";"0,00";"0,00"
"TUW-140308-ref3";"37,50";"19,05";"17,50";"93,33";"66,67";"66,67";"25,00";"4,76";"7,14";"notMatched";"notMatched";"notMatched"
"TUW-140308-ref4";"70,00";"50,00";"50,00";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-140533-ref1";"notMatched";"notMatched";"notMatched";"40,00";"33,33";"33,33";"25,00";"16,67";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref2";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"33,33";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140533-ref3";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref4";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-140533-ref5";"notMatched";"notMatched";"notMatched";"100,00";"71,43";"71,43";"66,67";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-140533-ref6";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"33,33";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref7";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-140533-ref8";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"25,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref9";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"33,33";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref10";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"33,33";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref11";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"33,33";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref12";"notMatched";"notMatched";"notMatched";"100,00";"63,64";"63,64";"33,33";"18,18";"18,18";"NAN";"0,00";"0,00"
"TUW-140533-ref13";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref14";"notMatched";"notMatched";"notMatched";"50,00";"50,00";"37,50";"25,00";"16,67";"14,29";"NAN";"0,00";"0,00"
"TUW-140533-ref15";"notMatched";"notMatched";"notMatched";"71,43";"55,56";"55,56";"25,00";"11,11";"11,11";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref16";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"20,00";"16,67";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref17";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref18";"notMatched";"notMatched";"notMatched";"75,00";"50,00";"50,00";"50,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref19";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref20";"notMatched";"notMatched";"notMatched";"100,00";"68,18";"69,70";"50,00";"31,82";"33,33";"NAN";"0,00";"0,00"
"TUW-140533-ref21";"notMatched";"notMatched";"notMatched";"88,89";"72,73";"66,67";"66,67";"36,36";"36,36";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref22";"notMatched";"notMatched";"notMatched";"88,89";"72,73";"66,67";"66,67";"36,36";"36,36";"NAN";"0,00";"0,00"
"TUW-140533-ref23";"notMatched";"notMatched";"notMatched";"100,00";"71,43";"71,43";"16,67";"14,29";"11,11";"NAN";"0,00";"0,00"
"TUW-140533-ref24";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"75,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-140533-ref25";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"40,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-140533-ref26";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"33,33";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref27";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"33,33";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref28";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"50,00";"33,33";"30,77";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref29";"notMatched";"notMatched";"notMatched";"88,89";"72,73";"72,73";"37,50";"27,27";"23,08";"NAN";"0,00";"0,00"
"TUW-140533-ref30";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-140533-ref31";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"66,67";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-140533-ref32";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"66,67";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-140533-ref33";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-140533-ref34";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"40,00";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-140533-ref35";"notMatched";"notMatched";"notMatched";"40,00";"50,00";"33,33";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140533-ref36";"50,00";"14,29";"14,29";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140533-ref37";"0,00";"0,00";"0,00";"66,67";"40,00";"33,33";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-140533-ref38";"40,00";"25,00";"22,22";"80,00";"50,00";"50,00";"33,33";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-140867-ref1";"100,00";"69,70";"71,43";"81,82";"9,09";"9,09";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-140867-ref2";"0,00";"0,00";"0,00";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140867-ref3";"100,00";"60,00";"60,00";"100,00";"80,00";"80,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-140867-ref4";"33,33";"20,00";"16,67";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140867-ref5";"66,67";"33,33";"33,33";"60,00";"50,00";"42,86";"80,00";"66,67";"66,67";"NAN";"0,00";"0,00"
"TUW-140867-ref6";"100,00";"40,00";"40,00";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140867-ref7";"50,00";"20,00";"20,00";"75,00";"60,00";"60,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140867-ref8";"93,33";"42,42";"42,42";"100,00";"72,73";"72,73";"57,14";"36,36";"36,36";"NAN";"0,00";"0,00"
"TUW-140867-ref9";"50,00";"25,00";"22,22";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-140895-ref1";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref2";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref3";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref4";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref5";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref6";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref7";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref8";"notMatched";"notMatched";"notMatched";"85,71";"75,00";"75,00";"80,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref9";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref10";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"28,57";"40,00";"33,33";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref11";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref12";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref13";"notMatched";"notMatched";"notMatched";"50,00";"28,57";"25,00";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref14";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"61,11";"40,74";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref15";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"57,14";"40,00";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref16";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref17";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref18";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref19";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref20";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref21";"notMatched";"notMatched";"notMatched";"62,50";"50,00";"41,67";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref22";"notMatched";"notMatched";"notMatched";"100,00";"70,00";"70,00";"71,43";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref23";"notMatched";"notMatched";"notMatched";"78,57";"61,11";"61,11";"41,67";"27,78";"27,78";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref24";"notMatched";"notMatched";"notMatched";"85,71";"75,00";"66,67";"50,00";"31,25";"31,25";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref25";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"57,14";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref26";"notMatched";"notMatched";"notMatched";"60,00";"42,86";"42,86";"50,00";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref27";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"100,00";"71,43";"71,43";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref28";"notMatched";"notMatched";"notMatched";"50,00";"40,00";"33,33";"25,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref29";"notMatched";"notMatched";"notMatched";"92,86";"81,25";"81,25";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref30";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref31";"100,00";"33,33";"33,33";"85,71";"66,67";"66,67";"50,00";"44,44";"36,36";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref32";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref33";"70,00";"43,75";"43,75";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref34";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-140895-ref35";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-140983-ref1";"50,00";"20,00";"20,00";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-140983-ref2";"91,67";"50,00";"47,50";"100,00";"75,00";"75,00";"50,00";"25,00";"22,22";"NAN";"0,00";"0,00"
"TUW-140983-ref3";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-140983-ref4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141024-ref1";"87,50";"67,46";"67,68";"99,11";"88,10";"88,10";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141024-ref2";"85,71";"66,67";"66,67";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141024-ref3";"50,00";"16,67";"16,67";"100,00";"66,67";"66,67";"25,00";"16,67";"14,29";"NAN";"0,00";"0,00"
"TUW-141024-ref4";"100,00";"70,83";"72,50";"100,00";"87,50";"87,50";"100,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141024-ref5";"90,48";"72,22";"71,11";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141024-ref6";"94,44";"66,67";"68,06";"75,00";"68,75";"62,96";"66,67";"16,67";"18,75";"NAN";"0,00";"0,00"
"TUW-141024-ref7";"100,00";"28,13";"30,00";"100,00";"50,00";"50,00";"42,86";"31,25";"29,63";"NAN";"0,00";"0,00"
"TUW-141024-ref8";"33,33";"4,76";"7,14";"60,00";"42,86";"37,50";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-141024-ref9";"100,00";"70,83";"72,50";"100,00";"87,50";"87,50";"100,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141024-ref10";"85,71";"66,67";"66,67";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141024-ref11";"85,71";"66,67";"66,67";"90,00";"80,00";"80,00";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141065-ref1";"70,00";"50,00";"45,83";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref2";"notMatched";"notMatched";"notMatched";"83,33";"55,56";"55,56";"80,00";"44,44";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref3";"100,00";"68,75";"70,83";"85,71";"75,00";"75,00";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref4";"100,00";"50,00";"51,85";"66,67";"44,44";"44,44";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-141065-ref5";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref6";"100,00";"62,50";"62,50";"83,33";"62,50";"62,50";"80,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref7";"50,00";"16,67";"14,29";"100,00";"66,67";"66,67";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-141065-ref8";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref9";"83,33";"46,67";"48,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141065-ref10";"33,33";"20,00";"16,67";"100,00";"60,00";"60,00";"50,00";"40,00";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref11";"0,00";"0,00";"0,00";"50,00";"25,00";"20,00";"25,00";"25,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141065-ref12";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141065-ref13";"66,67";"50,00";"50,00";"96,43";"84,38";"84,38";"93,75";"46,88";"46,88";"NAN";"0,00";"0,00"
"TUW-141065-ref14";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141121-ref1";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-141121-ref2";"66,67";"50,00";"44,44";"83,33";"62,50";"62,50";"40,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-141121-ref3";"35,00";"33,33";"23,21";"80,00";"66,67";"66,67";"33,33";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-141121-ref4";"70,00";"35,56";"36,51";"100,00";"68,89";"70,37";"25,00";"13,33";"14,29";"NAN";"0,00";"0,00"
"TUW-141121-ref5";"66,67";"52,38";"47,50";"83,33";"71,43";"71,43";"40,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-141121-ref6";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"80,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-141140-ref1";"100,00";"37,04";"38,89";"100,00";"66,67";"66,67";"71,43";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141140-ref2";"62,50";"35,71";"31,25";"100,00";"85,71";"85,71";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-141140-ref3";"75,00";"28,13";"26,67";"83,33";"62,50";"55,56";"57,14";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141140-ref4";"100,00";"40,00";"40,00";"75,00";"60,00";"50,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141140-ref5";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141140-ref6";"66,67";"28,00";"26,19";"66,67";"40,00";"33,33";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
